CLEAN_ANSWER,LANGUAGE,EMOJIS,SENTIMENT
Offer 20% but got 10% only why?,en,,Negative
تكون خدمة العملاء شغالة في أوقات طبيعية مو من الاحد للخميس من الساعة التاسعة صباحا إلى إلى الساعة خامسة مساء انتو تتعاملو مع جمهور منزلي مو مع شركات,ar,,Positive
شكرا,ar,,Positive
من قام بالتوصيل يحتاج يكون مرن مو كل شيء تقوله قال هات فلوس.طيب ١٠٠ ريال الي اخدتوها ليش,ar,,Negative
لا يوجد حل للمشكلة وتسويف الاتصال من قبل آخرين .. خدمة سيئة جدا,ar,,Positive
لم يتم الرد على استفساري من اول مرة وتم تجاهل محادثتي,ar,,Negative
Invoice not received,en,,Negative
والله تجربة ممتازة جدا لا يوجد أي توصية,ar,,Positive
شكراً,ar,,Positive
تجربة التوصيل ممتازة لكن المشكلة في التواصل معكم عن طريق الواتس اب سئ جدااااااا وغير مفيد,ar,,Neutral
التسيق الدقيق قبل التحرك للموقع,ar,,Positive
طلب مني مبلغ مالي لايصال الثلاجة والفرن الى المنزل ولم يوافق الا لما تمت عملة الدفع كاش,ar,,Negative
يعطيكم العافية,ar,,Positive
بالامانه كان الفريق العربي متفهم سواءً الاخوان من مصر ولكن الاعاجم ولا اعلم جنسيتهم تحديداً لديهم اشكال في تفهم وصول المعلومه ومع ذلك يحتاجون تدريب,ar,,Neutral
تغير الموظفين,ar,,Negative
أوصي بتوفر المنتجات في المعارض بوفرة خاصة العروض القوية......,ar,,Neutral
نشكر موظفي التوصيل وبالذات الموظف السعودي خلوق جدا ومحترم,ar,,Positive
شكرا,ar,,Positive
Sales representatives should be honest and tell only the truth.i have had bad experience when the representative told delivery and installation are included. later on what happened is that installation not included. customer support were very helpful and assigned a guy to do the fix. all this hassle could be exclude if sales guy tell the truth,en,,Negative
لا يوجد,ar,,Neutral
تنوع طرق الدفع بالتقسيط,ar,,Positive
وجود شاشات صغيرة امام كل قسم تشرح اهم المميزات للمنتجات الجديدة,ar,,Positive
Dealing with customers honestly,en,,Positive
شكرا,ar,,Positive
Good,so,,Positive
Put better discounts.,de,,Negative
ممتاز,ar,,Positive
According to purchase history better I play more discount on the products,en,,Neutral
موظفين فاهمين اكثر..,ar,,Negative
"شكرا لموظف الكاشير، ايجابي وله قبول ما يوصف",ar,,Positive
لاشي,ar,,Negative
Idk,so,,Positive
I trust my Extra shop.. the are helpfull.,en,,Positive
"The salesman was very professional and polite, and the service has been completed in a very short time. Thank you.",en,,Positive
No comment,fr,,Negative
الكتابه لتوضيح بوجود مقدم خدمه متفاعل اثناء المحادثه,ar,,Positive
شكرا,ar,,Positive
توصيل ممتازة وخدمات جيدة وسرعة التوصيل والشخص كامل متعاون جدا,ar,,Positive
تغيير شركة التركيب,ar,,Negative
Delivery staff are very much reluctant to help the customer in ang favors,en,,Negative
Sticking to chosen delivery time,en,,Positive
Installing worker could be more polite when an issue occur during installation.. Education is very important,en,,Positive
Mohammad Ali was very helpful guy thanks,en,,Positive
"اتمنى ان يحرص فنيي التركيب بتوصيل سلك التاريض، حيث ان شركة كاكسترا تعتبر مرجع بجودة العمل والتركيب ومتوقع منكم الالتزام باعلى المعايير. مع الشكر",ar,,Positive
ماقصرتو,ar,,Negative
تحسين التواصل مع العملاء,ar,,Positive
موظف التسليم المساعد تعامل راقي افضل من المسؤول,ar,,Positive
خدمة سريعة وممتازة,ar,,Positive
تحديد وقت او فترة معينة للتوصيل- على الاقل خلال ساعتين وليس يوم,ar,,Neutral
التوصيل خلال الجمعه,ar,,Positive
مقدم التوصيل مفتقر إلى التهذيب,ar,,Positive
"لاشيء ، شكرا",ar,,Positive
الالتزام بموعد التسليم الذي تم الاتفاق عليه,ar,,Positive
المنتج جا مفتوح وليس بحالتك الاصلية !! كيف متجر كبير زي إكسترا يغلط غلطة زي كذا !! فقدنا ثقتنا فيكم كمتجر,ar,,Negative
لا يوجد توصيات,ar,,Negative
Good,so,,Positive
Thanks,en,,Positive
اشكر فريق الصيانه على احترافيه التعامل,ar,,Positive
"اتصلوا بي خدمة العملاء ان الجهاز جاهز وذهبت للاستلام وتفاجأت بإن الجهاز غير موجود بعد بحث لمدة ساعة وبعدها أبلغني الموظف بأن الجهاز غير موجود وأن آتي في وقت لاحق ، بعدها وصلتني رسالة نصية وبريد إلكتروني بإن الجهاز جهاز ويمكنني استلامه وعند ذهابي للمرة الثانية وبعد بحث طويل لم يجد الموظف الجهاز وطلب مني رقم هاتفي للتواصل حال العثور عليها وللآن لم يتواصل معي أحد ابدا",ar,,Negative
تواصل المهندس محمد رضا كان مميزا وتم حل المشكلة,ar,,Positive
شكرا,ar,,Positive
المصداقيه في الاتفاق والمواعيد,ar,,Positive
جودة المنتج,ar,,Positive
👍🏻,emoji,👍🏻,Neutral
Best service,fr,,Positive
Keep it as is,af,,Positive
More Arabic staff,ro,,Neutral
"Better after Sail training on the usage of the machines like washing machine and dryer machine installation is good however, however we need training after the installation",en,,Neutral
Customer service was amazing,en,,Positive
GOOD,de,,Positive
"I was actually referred to one person to another, while Ahmed who is IN charge on LG products who didn't even bother to assist, until 1 lady assited to the counter ending up in a que. What I did i move to other branch for my frustration.",en,,Negative
Very good Service,en,,Positive
التأخير في تسليم المنتج,ar,,Positive
لا يوجد,ar,,Neutral
متشكر مهندس محمد عبدالحميد والله ماقصر,ar,,Positive
كل شي تمام,ar,,Positive
غير قطع غيار ومازالت المشكله موجوده,ar,,Negative
أنا احب اكسترا وارجوا تخفيض الاسعار اكثر,ar,,Positive
جوده,fa,,Positive
Good,so,,Positive
ما حدا يرد,ar,,Positive
شكرا جزيلا,ar,,Positive
نشكر الموظف هاشم بالاستقبال الكاشير على حسن تعاونه,ar,,Positive
يكون من مصداقية في قسم الصيانه,ar,,Neutral
أن يتم اصلاح العطل وعدم تجاهل العميل,ar,,Positive
شكرا,ar,,Positive
اسماعيل ممتاز ويشرح جيدا ومتعاون شكرا اكسترا,ar,,Positive
فريق متعاون وشكرا,ar,,Positive
ارسال جميع الرسائل باللغة العربيه..كي لا احذفها قبل قرأءتها,ar,,Negative
اتقدم بالشكر الجزيل لموظف المبيعات محمد السنان في معرض الدمام ساعدني بشكل كبير للمرة الثانية في شراء المنتج المناسب لاحتياجي مع شرح مفيد للميزات وفهم الفروقات بين الموديلات بشكل واضح,ar,,Positive
حطوً بنات في الكاشير,ar,,Positive
المنتج ناقص قطعة. لم يعرف الموضفين كلهم اذا كانت موجوده ام لا. هذا يتطلب اعادة جزء من المبلغ بسبب نقص احد الاكسسوريز.,ar,,Negative
شكرا,ar,,Positive
اخر تجربه ولن تتكرر,ar,,Negative
لا,ar,,Neutral
"ليس لدي مقترح ،،وعروضكم افضل بكثير عن السوق الحالي",ar,,Positive
شاكر ومقدر موظف كاشير الضمان الاستاذ احمد,ar,,Positive
وضع ايقونة للصيانة في الابلكيشن وادارة مواعيدها من قبل العميل.,ar,,Positive
تطوير التطبيق,ar,,Positive
شكرا اولا للأخ حسين عل حسن المعامله واخذة الوقت الكافي للي قي تثيبت البرامج وايضا للأخ رضي قي قسم المبيعات لاختيار الجهاز لي,ar,,Positive
لايوجد تعامل كان جدا جميل ورائع ومرضي,ar,,Negative
Very good,af,,Positive
لا يوجد..,ar,,Negative
الله يعطيكم العافيه,ar,,Positive
